0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,has_mentions,label
-0.4767802059650421,0.2131609618663788,-0.4126636683940888,0.1119864210486412,0.7098789215087891,-0.5321369767189026,0.12792129814624786,0.11881634593009947,0.004493801388889551,-0.1963755339384079,-0.27238452434539795,-0.012322173453867435,-0.009696510620415209,-0.1351737678050995,-0.023455137386918068,-0.2256291806697845,-0.15362390875816345,0.37079769372940063,-0.5910205245018005,0.12139631807804108,-0.15712736546993256,-0.4126737117767334,-0.007858398370444775,0.421402245759964,0.31656065583229065,-0.4307022988796234,-0.2448386400938034,0.20023107528686526,-0.3695431649684906,-0.001640170463360846,0.6163913011550903,-0.09510549157857896,0.048682328313589096,0.5294837355613708,0.06116349250078201,0.1224161833524704,0.2527623176574707,-0.4473457038402557,-0.322517603635788,0.046266403049230576,0.22739139199256894,0.11092237383127213,-0.2126551568508148,-0.6263881325721741,0.18122978508472445,0.2797578573226929,0.26747438311576843,0.2573269009590149,0.5255605578422546,0.2637976109981537,False,real
-0.008868388831615448,-0.2194395363330841,-0.2190470844507217,-0.17237678170204165,0.40477123856544495,-0.2706567049026489,0.4777649939060211,0.15277214348316193,-0.6438589692115784,-0.09950463473796843,-0.21663348376750946,-0.2204890847206116,-0.377033531665802,0.1831280142068863,-0.06418163329362869,-0.00947823841124773,0.06657286733388901,0.056889858096838,-0.33839723467826843,0.05637804791331291,-0.14830826222896576,-0.10214100033044816,-0.06295682489871979,-0.3682201504707336,0.06304875761270523,-0.3004741072654724,-0.11706207692623137,0.103922501206398,-0.02558762766420841,0.07165207713842392,0.09903500229120256,-0.009838342666625977,-0.07783243805170059,0.1377762258052826,0.009990663267672062,0.3446274101734161,0.10618861764669417,0.05223923549056053,0.4520336985588074,-0.6832684278488159,-0.0557769387960434,0.09129366278648376,-0.030318956822156906,-0.07994408905506134,-0.04215167090296745,-0.02578331902623177,0.040246367454528816,-0.059368282556533813,0.42226576805114746,0.3481142818927765,False,real
-1.1705175638198853,0.5052372813224792,-0.5476456880569458,0.4273555874824524,0.6117516756057739,-1.0765331983566284,-0.4255798161029816,0.5868964791297913,0.4259704053401947,0.23251721262931824,-0.42307764291763306,-0.4483931362628937,0.38389915227890015,0.0268749538809061,-0.2534458637237549,-0.6160973906517029,-0.4440166652202606,0.8668657541275024,-0.6138191223144531,0.5022147297859192,0.07189799845218657,-0.3926874101161957,-0.036755617707967765,0.9807152152061462,0.11971183866262435,-0.6050865650177002,-0.3531940579414368,0.6195224523544312,-0.5777689814567566,-0.5088061690330505,0.9746717214584352,-0.419517457485199,-0.07383646070957184,1.1853243112564087,-0.2706188559532165,-0.02218058705329895,0.76361083984375,-0.9918426275253296,-1.1503210067749023,1.396832823753357,0.6236116886138916,0.4508939981460571,-0.1518532633781433,-0.8787688612937927,0.2515794634819031,0.8514089584350586,0.2145357578992844,0.29034027457237244,0.7196686267852783,-0.33983367681503296,False,real
-0.33667755126953125,0.12283259630203247,-0.21874573826789856,0.0657191351056099,0.3755956888198853,-0.38697388768196106,0.058085102587938316,0.16708825528621676,-0.010845482349395752,-0.08519414067268373,-0.18880729377269745,-0.055106494575738914,0.06618471443653108,-0.028419028967618942,-0.09945082664489746,-0.13166895508766174,-0.07442057132720947,0.2705785036087036,-0.4159946739673615,0.10290487110614777,-0.05432707816362381,-0.2494095265865326,-0.01588432304561138,0.2660629749298096,0.18736524879932406,-0.22237099707126615,-0.20101550221443176,0.1756417453289032,-0.23281510174274445,-0.03801756724715233,0.373358279466629,-0.07737543433904648,-0.04125677794218064,0.3806571662425995,-0.02826096303761005,0.09437407553195952,0.2180900275707245,-0.3287884891033173,-0.2587662637233734,0.14620986580848694,0.224524587392807,0.15939484536647794,-0.08806104212999344,-0.3876716196537018,0.12846441566944122,0.19002678990364075,0.11465775221586227,0.1161889135837555,0.3319950997829437,0.11782638728618622,False,real
-0.060059703886508935,-0.008438139222562313,-0.07090656459331512,-0.029078355059027675,0.16415753960609436,-0.11988256871700287,0.12180165946483612,0.08462546020746231,-0.13347923755645752,-0.06467245519161224,-0.09018536657094957,-0.02791005559265614,-0.0534798726439476,0.018898721784353256,-0.025386800989508632,-0.004046396818011999,-0.0006344964494928718,0.09433379024267197,-0.17933449149131775,0.013211485929787159,-0.04233567789196968,-0.07335025817155838,-0.01977403461933136,0.0127052403986454,0.08309318125247955,-0.10302923619747162,-0.06585045903921127,0.04960347712039948,-0.06879723817110063,0.016821065917611122,0.09486757218837738,-0.01425477396696806,-0.020585129037499428,0.11109184473752977,-0.014118568971753119,0.08980721235275269,0.06023004278540611,-0.04690220579504967,0.031900469213724136,-0.1226780116558075,0.07349523156881332,0.04069684073328972,-0.029206508770585064,-0.08919529616832733,0.028273500502109524,0.03762903064489365,0.014365351758897303,0.020207228139042854,0.15487061440944672,0.10304126143455504,False,real
-0.4280425906181336,0.13586509227752686,-0.4799003899097442,-0.1575566977262497,0.8943517208099365,-0.4817956686019898,0.3945583999156952,0.22400321066379547,-0.18971513211727145,-0.425299882888794,-0.4481877982616425,0.03332934528589249,-0.256740540266037,-0.1432313621044159,-0.2296008765697479,-0.10173361003398897,-0.2382948696613312,0.24376705288887024,-0.4342515170574188,-0.2009309083223343,-0.0852772668004036,-0.4389773905277252,-0.12032559514045715,0.2705676555633545,0.31167200207710266,-0.4320756494998932,-0.048597481101751334,-0.2525874972343445,-0.4148608446121216,0.19976788759231567,0.4535321295261383,-0.010232499800622463,0.0013689930783584714,0.317802369594574,0.187070906162262,0.2383626252412796,0.2243657410144806,-0.13535594940185547,-0.018758347257971764,-0.3002176582813263,-0.13218209147453308,0.006533682812005282,-0.33420348167419434,-0.6368842720985413,0.06284767389297485,0.33507677912712097,0.1379319429397583,0.3651925325393677,0.6323513388633728,0.3437443673610687,False,real
0.05596871301531792,-0.0298248827457428,-0.008144316263496876,0.02112983912229538,0.07630015164613724,-0.04335673153400421,0.0893983319401741,0.062266595661640174,-0.11942462623119356,-0.02554553560912609,-0.037699561566114426,-0.00682488176971674,-0.047337211668491364,-0.012873715721070766,-0.002107095904648304,0.02580620534718037,-0.003951100166887045,0.08302577584981917,-0.16225765645503998,-0.008107620291411877,-0.05687178298830986,-0.01468678377568722,0.02307772822678089,0.019164327532052997,0.07530690729618073,-0.05913567170500755,-0.04405855014920235,0.012324660085141659,-0.0583357997238636,0.0362398736178875,0.052142858505249016,0.027031367644667625,0.00254353997297585,0.058539818972349174,-0.034473016858100884,0.07566548138856888,2.7417228920967318e-05,-0.01580946147441864,0.06201589107513428,-0.11723602563142775,0.0976867750287056,-0.04029322415590286,-0.032653219997882836,-0.03341441974043846,0.04536163434386253,0.037190370261669166,0.012032214552164078,0.0076098800636827954,0.0773945152759552,0.04139590635895729,False,real
0.04479692876338959,-0.12517836689949036,0.04362112656235695,0.08604928851127625,-0.09391994029283524,-0.06208394840359688,0.06310327351093292,0.3073967695236206,-0.3329225182533264,0.06287271529436111,0.13587598502635956,0.04839922860264778,0.1279316246509552,0.18541888892650604,-0.16632890701293945,0.1601811945438385,0.08954605460166931,0.029235329478979114,-0.308582603931427,-0.20629186928272247,-0.055498581379652016,0.2318197786808014,0.05909547209739685,-0.1370156556367874,0.09534191340208054,0.11158177256584167,-0.19438980519771576,-0.01189333572983742,-0.056882161647081375,-0.061007119715213776,0.06611846387386322,0.09352801740169524,-0.17214703559875488,0.12046777456998825,-0.1682022511959076,0.2071249634027481,0.08492588251829147,0.05546275898814202,0.08165372908115387,-0.09103133529424667,0.2679797410964966,0.09510162472724916,0.0522928312420845,0.020218316465616226,0.18031354248523712,0.027231616899371147,-0.12267114222049713,-0.13838109374046326,0.0896390751004219,-0.1074601262807846,False,fake
0.1830088347196579,-0.2630007266998291,0.3385613560676575,0.12517623603343964,-0.5350996851921082,0.2007670104503632,-0.01153222005814314,0.464486837387085,-0.4540348649024963,0.22201228141784668,0.3563808500766754,0.12712673842906952,0.35960516333580017,0.4160533845424652,-0.3853095471858978,0.32078903913497925,0.24700629711151126,-0.047914791852235794,-0.2780473530292511,-0.3761692941188812,0.055675406008958817,0.6514883041381836,0.11464300006628035,-0.4600716233253479,0.016221335157752037,0.4861767888069153,-0.24960725009441376,-0.07006465643644333,0.0408921055495739,-0.2260051369667053,-0.15127606689929962,0.25528642535209656,-0.4055043160915375,-0.019595814868807796,-0.3587487041950226,0.28092119097709656,0.1238781064748764,0.2363962084054947,0.2396196871995926,0.03827602416276932,0.3683951497077942,0.21405251324176788,0.28942614793777466,0.26364395022392273,0.2425186038017273,-0.047669921070337296,-0.3483722507953644,-0.4801254570484162,-0.09645028412342073,-0.3712918758392334,False,fake
0.1792447566986084,-0.1880224347114563,0.050493866205215454,0.13017648458480835,-0.17315451800823212,-0.060966577380895615,0.05584142729640007,0.3695625364780426,-0.3851901590824127,0.1016005203127861,0.25931355357170105,-0.008597646839916706,0.11331544071435927,0.2347624897956848,-0.0955289974808693,0.24188469350337985,0.113751120865345,0.00026987146702595055,-0.28938254714012146,-0.2403263747692108,-0.10440003126859664,0.35769787430763245,0.12479830533266068,-0.17359113693237305,0.0805576965212822,0.1129121035337448,-0.1700502336025238,-0.024080993607640263,-0.07688876241445541,-0.046072814613580704,0.03164919465780258,0.12670886516571045,-0.15451835095882416,0.07669313997030258,-0.1901904940605164,0.26658934354782104,0.03241826966404915,0.0777256190776825,0.1951603889465332,-0.17156937718391418,0.301942378282547,0.01165385264903307,0.05671537294983864,0.10496626794338226,0.2133239358663559,0.008998551405966282,-0.16128304600715634,-0.1695084273815155,0.0573260672390461,-0.11154107004404068,False,fake
